"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"10/01/2012","Netflix","NETFLIX.COM            NETFLIX.CElectronic Transaction","7.99","debit","Movies & DVDs","SHARE DRAFT NO MIN","",""
"10/01/2012","Blackburn Service","BLACKBURN SERVICE","38.23","debit","Gas & Fuel","CREDIT CARD","",""
"10/01/2012","Shell","SHELL OIL 57444720700","35.30","debit","Gas & Fuel","CREDIT CARD","",""
"10/01/2012","Shell","SHELL OIL 57444637607","33.58","debit","Gas & Fuel","CREDIT CARD","",""
"9/27/2012","Smith's Food","SMITHS FOOD #4136","40.45","debit","Groceries","CREDIT CARD","",""
"9/27/2012","Norma Jeanes Diner","NORMA JEANES DINER","18.80","debit","Restaurants","CREDIT CARD","",""
"9/26/2012","Cardtronics Cc E","Cardtronics CC  648 E 800  SATM WITHDRAWAL","120.00","debit","Groceries","SHARE DRAFT NO MIN","",""
"9/26/2012","Marketplace Iga","MARKETPLACE CAFE","2.14","debit","Groceries","CREDIT CARD","",""
"9/25/2012","North West Provoatm","88 NORTH 500 WEST      PROVOATM WITHDRAWAL","318.21","debit","Auto Payment","SHARE DRAFT NO MIN","",""
"9/24/2012","Arby's","ARBYS 5260    00052605","4.40","debit","Fast Food","CREDIT CARD","",""
"9/23/2012","Provo City Golf","PROVO CITY GOLF COURSE","8.00","debit","Sports","CREDIT CARD","",""
"9/23/2012","Chevron","CHEVRON 00203586","60.26","debit","Gas & Fuel","CREDIT CARD","",""
"9/23/2012","Byu Wsc Lt","BYU WSC LT PRODUCE","6.13","debit","Groceries","CREDIT CARD","",""
"9/23/2012","Applebees","APPLEBEES 917700200022","6.00","debit","Restaurants","CREDIT CARD","",""
"9/23/2012","Byu Wsc Sugar","BYU WSC SUGAR  SPICE","3.23","debit","Fast Food","CREDIT CARD","",""
"9/23/2012","Pizza Factory Pr","THE PIZZA FACTORY - PR","10.97","debit","Restaurants","CREDIT CARD","",""
"9/21/2012","Brigham Young Un","BRIGHAM YOUNG UN           DIR DPAYROLL DEDUCTION","396.64","credit","Paycheck","SHARE DRAFT NO MIN","",""
"9/16/2012","Byu Creamery Ninth","BYU CREAMERY ON NINTH","2.58","debit","Restaurants","CREDIT CARD","",""
"9/13/2012","Sq Me Crepes","SQ *ME CREPES","3.73","debit","Restaurants","CREDIT CARD","",""
"9/13/2012","Smith's Food","SMITHS FOOD #4136","18.01","debit","Groceries","CREDIT CARD","",""
"9/12/2012","Byu Automatic","BYU Payment     9121000251Automatic Debit","5.00","debit","Books & Supplies","SHARE DRAFT NO MIN","",""
"9/10/2012","Transfer to STUDENT SAVINGS","MOUNTAIN AMERICAMACU ORIGAutomatic Debit","208.00","debit","Transfer","SHARE DRAFT NO MIN","",""
"9/10/2012","Terzis Pizzeria","TERZIS PIZZERIA","8.60","debit","Restaurants","CREDIT CARD","",""
"9/09/2012","Amazon","Amazon Digital Svcs","0.66","debit","Shopping","CREDIT CARD","",""
"9/09/2012","Smith's Food","SMITHS FOOD #4136","3.79","debit","Groceries","CREDIT CARD","",""
"9/07/2012","Smith's Food","SMITHS FOOD #4136","28.10","debit","Groceries","CREDIT CARD","",""
"9/06/2012","Jamba Juice","BYU JAMBA JUICE","4.74","debit","Food & Dining","CREDIT CARD","",""
"9/06/2012","Byu Bookstore","BYU BOOKSTORE","46.80","debit","Books","CREDIT CARD","",""
"9/06/2012","Amazon","Amazon.com","26.26","debit","Electronics & Software","CREDIT CARD","",""
"9/05/2012","Check 1090","SHARE DRAFT #   1090","161.73","debit","Marc Tithing","SHARE DRAFT NO MIN","",""
"9/05/2012","Check 1091","SHARE DRAFT #   1091","358.66","debit","Mortgage & Rent","SHARE DRAFT NO MIN","",""
"9/05/2012","IHOP","IHOP 1730     00017301","5.30","debit","Restaurants","CREDIT CARD","",""
"9/04/2012","In-N-Out Burger","IN N OUT BURGER #235","3.45","debit","Fast Food","CREDIT CARD","",""
"9/04/2012","Paramount Acceptautomatic","PARAMOUNT ACCEPTAutomatic Debit","10.66","debit","Gym","SHARE DRAFT NO MIN","",""
"9/04/2012","Netflix","NETFLIX.COM            NETFLIX.CElectronic Transaction","7.99","debit","Movies & DVDs","SHARE DRAFT NO MIN","",""
"9/03/2012","Smith's Food","SMITHS FOOD #4136","19.48","debit","Groceries","CREDIT CARD","",""
"9/02/2012","Einstein Bros","EINSTEIN BROS BAGELS0725","5.17","debit","Coffee Shops","CREDIT CARD","",""
"9/02/2012","Adobeorem Cafe","ADOBEOREM CAFE51255594","4.25","debit","Restaurants","CREDIT CARD","",""
"8/31/2012","North West Provoatm","88 NORTH 500 WEST      PROVOATM WITHDRAWAL","3208.17","debit","Auto Payment","SHARE DRAFT NO MIN","",""
"8/31/2012","Transfer from PRIME SHARE ACCOUNT","Internet Transfer Aug 31 2012 15Transfer from 2725965-00","120.00","credit","Transfer","SHARE DRAFT NO MIN","",""
"8/31/2012","Transfer to SHARE DRAFT NO MIN","Internet Transfer Aug 31 2012 15Transfer to 2725965-06","120.00","debit","Transfer","PRIME SHARE ACCOUNT","",""
"8/31/2012","Glorias Little Italy","GLORIAS LITTLE ITALY","35.25","debit","Restaurants","CREDIT CARD","",""
"8/31/2012","Adobe Systems In","ADOBE SYSTEMS IN           PAYROPAYROLL DEDUCTION","3685.21","credit","Paycheck","SHARE DRAFT NO MIN","",""
"8/30/2012","Byu Refund Ucapayroll","BYU Refund      2509       UCAPAYROLL DEDUCTION","137.00","credit","Paycheck","PRIME SHARE ACCOUNT","",""
"8/30/2012","Adobeorem Cafe","ADOBEOREM CAFE51255594","4.25","debit","Restaurants","CREDIT CARD","",""
"8/29/2012","Adobeorem Cafe","ADOBEOREM CAFE51255594","6.00","debit","Restaurants","CREDIT CARD","",""
"8/29/2012","IHOP","IHOP 1730     00017301","11.54","debit","Restaurants","CREDIT CARD","",""
"8/29/2012","Wendy's","WENDYS #4710","3.00","debit","Fast Food","CREDIT CARD","",""
"8/28/2012","Smiths Fuel","SMITHS-FUEL # 9136","54.08","debit","Gas & Fuel","CREDIT CARD","",""
"8/27/2012","Spoon It Up","SPOON IT UP FROZEN YOG","4.82","debit","Fast Food","CREDIT CARD","",""
"8/27/2012","Costa","COSTA VIDA OF PROVO","8.39","debit","Travel","CREDIT CARD","",""
"8/26/2012","UPS","THE UPS STORE 5266","2.03","debit","Shipping","CREDIT CARD","",""
"8/26/2012","Smith's Food","SMITHS FOOD #4136","15.33","debit","Groceries","CREDIT CARD","",""
"8/26/2012","Big Als","BIG ALS PROVO","9.69","debit","Restaurants","CREDIT CARD","",""
"8/26/2012","Betos Mexican Food","BETOS MEXICAN FOOD OREM","5.33","debit","Restaurants","CREDIT CARD","",""
"8/26/2012","Home Depot","THE HOME DEPOT 4416","37.87","debit","Home Improvement","CREDIT CARD","",""
"8/24/2012","Amazon","Amazon.com","10.48","debit","Electronics & Software","CREDIT CARD","",""
"8/23/2012","Lowe's","LOWES XTREME AIRSP     PROVOElectronic Transaction","5.00","debit","Home Improvement","SHARE DRAFT NO MIN","",""
"8/23/2012","McDonald's","MCDONALDS  F10437      PROVOElectronic Transaction","3.23","debit","Fast Food","SHARE DRAFT NO MIN","",""
"8/23/2012","Amazon","AMAZON MKTPLACE PMTS","101.19","debit","Electronics & Software","CREDIT CARD","",""
"8/23/2012","Amazon","AMAZON MKTPLACE PMTS","24.94","debit","Electronics & Software","CREDIT CARD","",""
"8/22/2012","Adobeorem Cafe Electronic","ADOBEOREM CAFE5125     OREMElectronic Transaction","4.25","debit","Restaurants","SHARE DRAFT NO MIN","",""
"8/22/2012","Amazon","AMAZON MKTPLACE PMTS","25.99","debit","Electronics & Software","CREDIT CARD","",""
"8/21/2012","Chevron","CHEVRON 0305131        OREMElectronic Transaction","58.18","debit","Gas & Fuel","SHARE DRAFT NO MIN","",""
"8/21/2012","Adobeorem Cafe Electronic","ADOBEOREM CAFE5125     OREMElectronic Transaction","6.25","debit","Restaurants","SHARE DRAFT NO MIN","",""
"8/21/2012","Amazon","AMAZON MKTPLACE PMTS","139.99","debit","Electronics & Software","CREDIT CARD","",""
"8/21/2012","Amazon","AMAZON MKTPLACE PMTS","125.98","debit","Electronics & Software","CREDIT CARD","",""
"8/20/2012","Geicoautomatic","GEICOAutomatic Debit","239.10","debit","Auto Insurance","SHARE DRAFT NO MIN","",""
"8/20/2012","Smiths N Freedomelectronic","SMITHS          350 N. FREEDOMElectronic Transaction","12.76","debit","Groceries","SHARE DRAFT NO MIN","",""
"8/20/2012","Mountain America Unionbill","MOUNTAIN AMERICA CREDIT UNIONBILL PAYMENT TRANSACTION","1000.00","debit","Auto Payment","SHARE DRAFT NO MIN","",""
"8/20/2012","Equifax","EQUIFAX ECIS FA        888-567-8Electronic Transaction","7.95","debit","Financial","SHARE DRAFT NO MIN","",""
"8/20/2012","Adobeorem Cafe Electronic","ADOBEOREM CAFE5125     OREMElectronic Transaction","6.00","debit","Restaurants","SHARE DRAFT NO MIN","",""
"8/20/2012","7-Eleven","7-ELEVEN        545 W. COLUMBIAElectronic Transaction","2.26","debit","Fast Food","SHARE DRAFT NO MIN","",""
"8/19/2012","Amazon","AMAZON MKTPLACE PMTS","109.13","debit","Electronics & Software","CREDIT CARD","",""
"8/19/2012","Amazon","AMAZON MKTPLACE PMTS","105.59","debit","Electronics & Software","CREDIT CARD","",""
"8/17/2012","Adobeorem Cafe Electronic","ADOBEOREM CAFE5125     OREMElectronic Transaction","4.25","debit","Restaurants","SHARE DRAFT NO MIN","",""
"8/17/2012","Byu Ticket Office","BYU TICKET OFFICE      801-422-2Electronic Transaction","115.00","debit","Entertainment","SHARE DRAFT NO MIN","",""
"8/17/2012","Buffalo Wild Wings","BWW 0348 LEHI          LEHIElectronic Transaction","21.62","debit","Restaurants","SHARE DRAFT NO MIN","",""
"8/16/2012","Maverik Cntry Stre","MAVERIK CNTRY STRE     OREMElectronic Transaction","1.69","debit","Gas & Fuel","SHARE DRAFT NO MIN","",""
"8/15/2012","Apple","THE SMOKING APPLE      LINDONElectronic Transaction","16.14","debit","Electronics & Software","SHARE DRAFT NO MIN","",""
"8/15/2012","Spoon It Up","SPOON IT UP FROZEN     PROVOElectronic Transaction","5.01","debit","Fast Food","SHARE DRAFT NO MIN","",""
"8/15/2012","Adobe Systems In","ADOBE SYSTEMS IN           PAYROPAYROLL DEDUCTION","1617.33","credit","Paycheck","SHARE DRAFT NO MIN","",""
"8/14/2012","Cubbys Chicago Bee","CUBBYS CHICAGO BEE     PROVOElectronic Transaction","4.30","debit","Fast Food","SHARE DRAFT NO MIN","",""
"8/14/2012","Cinemark","CINEMARK THEATRES      PROVOElectronic Transaction","2.25","debit","Movies & DVDs","SHARE DRAFT NO MIN","",""
"8/14/2012","Chevron","CHEVRON 0204058        PROVOElectronic Transaction","54.55","debit","Gas & Fuel","SHARE DRAFT NO MIN","",""
"8/13/2012","Adobeorem Cafe Electronic","ADOBEOREM CAFE5125     OREMElectronic Transaction","4.25","debit","Restaurants","SHARE DRAFT NO MIN","",""
"8/10/2012","DMV","UTAH-DMV RENEWAL E     801-297-3Electronic Transaction","69.00","debit","Auto & Transport","SHARE DRAFT NO MIN","",""
"8/10/2012","Transfer to STUDENT SAVINGS","MOUNTAIN AMERICAMACU ORIGAutomatic Debit","208.00","debit","Transfer","SHARE DRAFT NO MIN","",""
"8/10/2012","Microsoft","DRI*MICROSOFT HUP      MINNETONKElectronic Transaction","21.24","debit","Electronics & Software","SHARE DRAFT NO MIN","",""
"8/09/2012","Smiths N Freedomelectronic","SMITHS          350 N. FREEDOMElectronic Transaction","26.42","debit","Groceries","SHARE DRAFT NO MIN","",""
"8/09/2012","UPS","THE UPS STORE 5266     PROVOElectronic Transaction","2.37","debit","Shipping","SHARE DRAFT NO MIN","",""
"8/09/2012","Panda Express","PANDA EXPRESS #724     PROVOElectronic Transaction","6.78","debit","Fast Food","SHARE DRAFT NO MIN","",""
"8/09/2012","Jiffy Lube","JIFFY LUBE #96  290 W 1230 NElectronic Transaction","36.00","debit","Service & Parts","SHARE DRAFT NO MIN","",""
"8/07/2012","Check 1088","SHARE DRAFT #   1088","236.95","debit","Mortgage & Rent","SHARE DRAFT NO MIN","",""
"8/07/2012","Check 1089","SHARE DRAFT #   1089","250.00","debit","Marc Tithing","SHARE DRAFT NO MIN","",""
"8/07/2012","Adobeorem Cafe Electronic","ADOBEOREM CAFE5125     OREMElectronic Transaction","6.00","debit","Restaurants","SHARE DRAFT NO MIN","",""
"8/06/2012","Tony Burgers Sal","TONY BURGERS - SAL     SALT LAKEElectronic Transaction","7.46","debit","Fast Food","SHARE DRAFT NO MIN","",""
"8/06/2012","Iceberg Orem Oremelectronic","ICEBERG OREM           OREMElectronic Transaction","4.09","debit","Fast Food","SHARE DRAFT NO MIN","",""
"8/03/2012","Adobeorem Cafe Electronic","ADOBEOREM CAFE5125     OREMElectronic Transaction","4.25","debit","Restaurants","SHARE DRAFT NO MIN","",""
"8/02/2012","Smiths Fuel Electronic","SMITHS-FUEL # 9136     PROVOElectronic Transaction","54.70","debit","Gas & Fuel","SHARE DRAFT NO MIN","",""
"8/02/2012","Check 1087","SHARE DRAFT #   1087","350.00","debit","Sporting Goods","SHARE DRAFT NO MIN","",""
"8/01/2012","Netflix","NETFLIX.COM            NETFLIX.CElectronic Transaction","7.99","debit","Movies & DVDs","SHARE DRAFT NO MIN","",""
"8/01/2012","Paramount Acceptautomatic","PARAMOUNT ACCEPTAutomatic Debit","10.66","debit","Gym","SHARE DRAFT NO MIN","",""
"8/01/2012","Maceys Provo Ateelectronic 1400 North Street","MACEYS PROVO    1400 N STATEElectronic Transaction","14.71","debit","Groceries","SHARE DRAFT NO MIN","",""
"8/01/2012","Costa","COSTA VIDA OF OREM     OREMElectronic Transaction","15.91","debit","Travel","SHARE DRAFT NO MIN","",""
"7/31/2012","Adobe Systems In","ADOBE SYSTEMS IN           PAYROPAYROLL DEDUCTION","1325.48","credit","Paycheck","SHARE DRAFT NO MIN","",""
"7/30/2012","Maceys Provo Ateelectronic 1400 North Street","MACEYS PROVO    1400 N STATEElectronic Transaction","5.20","debit","Groceries","SHARE DRAFT NO MIN","",""
"7/30/2012","Wal-Mart","WAL Wal-Mart S  1768 WAL-SAMSElectronic Transaction","31.58","debit","Shopping","SHARE DRAFT NO MIN","",""
"7/30/2012","Chili's","CHILI'S GRI9090000     OREMElectronic Transaction","40.45","debit","Restaurants","SHARE DRAFT NO MIN","",""
"7/30/2012","Cubbys Chicago Bee","CUBBYS CHICAGO BEE     PROVOElectronic Transaction","6.78","debit","Restaurants","SHARE DRAFT NO MIN","",""
"7/30/2012","In-N-Out Burger","IN N OUT BURGER #2     OREMElectronic Transaction","5.60","debit","Fast Food","SHARE DRAFT NO MIN","",""
"7/27/2012","Internet Transfer Transfer","Internet Transfer Jul 27 2012 13Transfer to 2696239-06","100.00","debit","Transfer","SHARE DRAFT NO MIN","",""
"7/27/2012","Sf City Police","SF CITY POLICE         080180445Electronic Transaction","16.00","debit","Rental Car & Taxi","SHARE DRAFT NO MIN","",""
"7/25/2012","Redbox","REDBOX *DVD RENTAL     OAKBRKTERElectronic Transaction","1.28","debit","Movies & DVDs","SHARE DRAFT NO MIN","",""
"7/25/2012","Maverik Country","MAVERICK COUNTRY S     LEHIElectronic Transaction","2.56","debit","Shopping","SHARE DRAFT NO MIN","",""
"7/24/2012","Hsbc Rsautomatic","HSBC RSAutomatic Debit","32.02","debit","Movies & DVDs","SHARE DRAFT NO MIN","",""
"7/24/2012","7-Eleven","7-ELEVEN        496 N. UNIVERSITElectronic Transaction","2.05","debit","Fast Food","SHARE DRAFT NO MIN","",""
"7/24/2012","Check 1086","SHARE DRAFT #   1086","261.00","debit","Marc Tithing","SHARE DRAFT NO MIN","",""
"7/23/2012","Kranky Franks Springvilelectronic","KRANKY FRANKS          SPRINGVILElectronic Transaction","8.05","debit","Restaurants","SHARE DRAFT NO MIN","",""
"7/23/2012","Smiths N Freedom","SMITHS          350 N. FREEDOM BElectronic Transaction","52.32","debit","Groceries","SHARE DRAFT NO MIN","",""
"7/23/2012","Smiths N Freedomelectronic","SMITHS          350 N. FREEDOMElectronic Transaction","9.35","debit","Groceries","SHARE DRAFT NO MIN","",""
"7/23/2012","Yogurtland Orem Electronic","YOGURTLAND OREM        OREMElectronic Transaction","6.02","debit","Fast Food","SHARE DRAFT NO MIN","",""
"7/20/2012","Red Robin","RED ROBIN 416          PROVOElectronic Transaction","17.38","debit","Restaurants","SHARE DRAFT NO MIN","",""
"7/19/2012","Jason Deli Orem","JASON'S DELI OREM      OREMElectronic Transaction","8.29","debit","Restaurants","SHARE DRAFT NO MIN","",""
"7/17/2012","North West Provoshare","88 NORTH 500 WEST      PROVOSHARE DEPOSIT","1046.53","credit","Income","SHARE DRAFT NO MIN","",""
"7/11/2012","Adobeorem Cafe Electronic","ADOBEOREM CAFE5125     OREMElectronic Transaction","4.25","debit","Restaurants","SHARE DRAFT NO MIN","",""
"7/10/2012","Transfer to STUDENT SAVINGS","MOUNTAIN AMERICAMACU ORIGAutomatic Debit","208.00","debit","Transfer","SHARE DRAFT NO MIN","",""
"7/10/2012","Denny's","DENNY'S #7482          PROVOElectronic Transaction","8.15","debit","Restaurants","SHARE DRAFT NO MIN","",""
"7/09/2012","Smiths N Freedom","SMITHS          350 N. FREEDOM BElectronic Transaction","10.91","debit","Groceries","SHARE DRAFT NO MIN","",""
"7/09/2012","Einstein Bros","EINSTEIN BROS BAGE     PROVOElectronic Transaction","2.01","debit","Coffee Shops","SHARE DRAFT NO MIN","",""
"7/09/2012","RadioShack","RADIO SHACK     PROVO TOWN CENTEElectronic Transaction","13.76","debit","Electronics & Software","SHARE DRAFT NO MIN","",""
"7/09/2012","Cinemark","CINEMARK.COM 285       080024636Electronic Transaction","10.00","debit","Movies & DVDs","SHARE DRAFT NO MIN","",""
"7/09/2012","Taco Bell","TACO BELL #25390       PROVOElectronic Transaction","6.44","debit","Fast Food","SHARE DRAFT NO MIN","",""
"7/06/2012","Pizza Pie Cafe","PIZZA PIE CAFE PRO     801-373-5Electronic Transaction","8.89","debit","Restaurants","SHARE DRAFT NO MIN","",""
"7/06/2012","Burgers Supreme Provoelectronic","BURGERS SUPREME        PROVOElectronic Transaction","7.00","debit","Fast Food","SHARE DRAFT NO MIN","",""
"7/06/2012","Amazon","Amazon.com             AMZN.COM/Electronic Transaction","221.48","debit","Shopping","SHARE DRAFT NO MIN","",""
"7/05/2012","7-Eleven","7-ELEVEN        545 W. COLUMBIAElectronic Transaction","2.05","debit","Fast Food","SHARE DRAFT NO MIN","",""
"7/05/2012","Internet Transfer Jul","Internet Transfer Jul 5 2012 14:Transfer from 2696239-06","250.00","credit","Transfer","SHARE DRAFT NO MIN","",""
"7/05/2012","Kneader Provo Provoelectronic","KNEADER'S PROVO        PROVOElectronic Transaction","4.30","debit","Restaurants","SHARE DRAFT NO MIN","",""
"7/05/2012","Supersonic Car Was","SUPERSONIC CAR WAS     PROVOElectronic Transaction","10.00","debit","Service & Parts","SHARE DRAFT NO MIN","",""
"7/05/2012","Internet Transfer Jul","Internet Transfer Jul 4 2012 2:1Transfer from 2696239-06","100.00","credit","Transfer","SHARE DRAFT NO MIN","",""
"7/03/2012","Denny's","DENNY'S #7482          PROVOElectronic Transaction","5.08","debit","Restaurants","SHARE DRAFT NO MIN","",""
"7/03/2012","Provo Beach Resort","PROVO BEACH RESORT     PROVOElectronic Transaction","3.76","debit","Hotel","SHARE DRAFT NO MIN","",""
"7/02/2012","Einstein Bros","EINSTEIN BROS BAGE     PROVOElectronic Transaction","7.32","debit","Coffee Shops","SHARE DRAFT NO MIN","",""
"7/02/2012","O'Reilly Auto Parts","OREILLY AUTO P  197 NORTH 500 WEElectronic Transaction","12.68","debit","Service & Parts","SHARE DRAFT NO MIN","",""
"7/02/2012","Netflix","NETFLIX.COM            NETFLIX.CElectronic Transaction","7.99","debit","Movies & DVDs","SHARE DRAFT NO MIN","",""
"7/02/2012","Wal-Mart","WAL-MART #1768  1355 S SANDHILLElectronic Transaction","20.30","debit","Shopping","SHARE DRAFT NO MIN","",""
"7/02/2012","Paramount Acceptautomatic","PARAMOUNT ACCEPTAutomatic Debit","26.69","debit","Gym","SHARE DRAFT NO MIN","",""
"7/02/2012","Check 84","SHARE DRAFT #     84","153.34","debit","Mortgage & Rent","SHARE DRAFT NO MIN","",""
"6/30/2012","Dividendshare Dividend","DIVIDENDSHARE DIVIDEND","0.03","credit","Investments","PRIME SHARE ACCOUNT","",""
"6/29/2012","Transfer from PRIME SHARE ACCOUNT","Internet Transfer Jun 29 2012 11Transfer from 2725965-00","370.00","credit","Transfer","SHARE DRAFT NO MIN","",""
"6/29/2012","Transfer to SHARE DRAFT NO MIN","Internet Transfer Jun 29 2012 11Transfer to 2725965-06","370.00","debit","Transfer","PRIME SHARE ACCOUNT","",""
"6/28/2012","Dickeys Ut Salt","DICKEYS UT317          SALT LAKEElectronic Transaction","9.16","debit","Sports","SHARE DRAFT NO MIN","",""
"6/28/2012","Del Taco","DEL TACO #877          PROVOElectronic Transaction","5.39","debit","Fast Food","SHARE DRAFT NO MIN","",""
"6/27/2012","Brick Oven Provoelectronic","BRICK OVEN             PROVOElectronic Transaction","28.61","debit","Restaurants","SHARE DRAFT NO MIN","",""
"6/27/2012","Costa","COSTA VIDA OF OREM     OREMElectronic Transaction","6.46","debit","Travel","SHARE DRAFT NO MIN","",""
"6/26/2012","Cinemark","CINEMARK THEATRES      OREMElectronic Transaction","16.50","debit","Movies & DVDs","SHARE DRAFT NO MIN","",""
"6/26/2012","Cubbys Chicago Bee","CUBBYS CHICAGO BEE     PROVOElectronic Transaction","7.53","debit","Restaurants","SHARE DRAFT NO MIN","",""
"6/22/2012","Red Robin","RED ROBIN 416          PROVOElectronic Transaction","12.33","debit","Restaurants","SHARE DRAFT NO MIN","",""
"6/21/2012","Yogurtland Orem Electronic","YOGURTLAND OREM        OREMElectronic Transaction","4.20","debit","Fast Food","SHARE DRAFT NO MIN","",""
"6/20/2012","Byu Other Automatic","BYU Other Pmt   9121000251Automatic Debit","30.00","debit","Books & Supplies","SHARE DRAFT NO MIN","",""
"6/20/2012","Smiths N Freedom","SMITHS          350 N. FREEDOM BElectronic Transaction","60.28","debit","Groceries","SHARE DRAFT NO MIN","",""
"6/19/2012","Humana","BYU HLTH  HUMAN PE     PROVOElectronic Transaction","15.00","debit","Health Insurance","SHARE DRAFT NO MIN","",""
"6/19/2012","Check 1083","SHARE DRAFT #   1083","35.33","debit","Marc Tithing","SHARE DRAFT NO MIN","",""
"6/18/2012","Target","TARGET T1754 OREM      OremElectronic Transaction","17.58","debit","Shopping","SHARE DRAFT NO MIN","",""
"6/18/2012","Century Theaters","CENTURY THEATRES 4     SALT LAKEElectronic Transaction","17.50","debit","Movies & DVDs","SHARE DRAFT NO MIN","",""
"6/18/2012","Rowleys Southridge Santaquinelectronic","ROWLEYS SOUTHRIDGE     SANTAQUINElectronic Transaction","3.51","debit","Fast Food","SHARE DRAFT NO MIN","",""
"6/18/2012","Hires Big H","HIRES BIG H - 700      SANDYElectronic Transaction","16.88","debit","Restaurants","SHARE DRAFT NO MIN","",""
"6/18/2012","Outback","OUTBACK 4512           OREMElectronic Transaction","18.33","debit","Restaurants","SHARE DRAFT NO MIN","",""
"6/15/2012","Brigham Young Un","BRIGHAM YOUNG UN           DIR DPAYROLL DEDUCTION","318.19","credit","Paycheck","SHARE DRAFT NO MIN","",""
"6/13/2012","Brick Oven Provoelectronic","BRICK OVEN             PROVOElectronic Transaction","13.03","debit","Restaurants","SHARE DRAFT NO MIN","",""
"6/12/2012","Nellies Diner Electronic","NELLIES DINER          PROVOElectronic Transaction","16.18","debit","Restaurants","SHARE DRAFT NO MIN","",""
"6/12/2012","Cinemark","CINEMARK.COM 285       080024636Electronic Transaction","20.00","debit","Movies & DVDs","SHARE DRAFT NO MIN","",""
"6/12/2012","Check 1081","SHARE DRAFT #   1081","52.50","debit","Charity","SHARE DRAFT NO MIN","",""
"6/11/2012","Wendy's","WENDYS #4710           PROVOElectronic Transaction","3.85","debit","Fast Food","SHARE DRAFT NO MIN","",""
"6/11/2012","Coldstone Provoelectronic","COLDSTONE #80          PROVOElectronic Transaction","7.11","debit","Restaurants","SHARE DRAFT NO MIN","",""
"6/11/2012","Cafe Rio Provo","CAFE RIO PROVO Q35     PROVOElectronic Transaction","8.51","debit","Restaurants","SHARE DRAFT NO MIN","",""
"6/11/2012","Red Robin","RED ROBIN 416          PROVOElectronic Transaction","19.71","debit","Restaurants","SHARE DRAFT NO MIN","",""
"6/08/2012","Cubbys Chicago Bee","CUBBYS CHICAGO BEE     PROVOElectronic Transaction","6.78","debit","Restaurants","SHARE DRAFT NO MIN","",""
"6/08/2012","Transfer to STUDENT SAVINGS","MOUNTAIN AMERICAMACU ORIGAutomatic Debit","208.00","debit","Transfer","SHARE DRAFT NO MIN","",""
"6/07/2012","Wal-Mart","WAL-MART #1768  1355 S SANDHILLElectronic Transaction","23.47","debit","Shopping","SHARE DRAFT NO MIN","",""
"6/07/2012","Spoon It Up","SPOON IT UP FROZEN     PROVOElectronic Transaction","4.04","debit","Restaurants","SHARE DRAFT NO MIN","",""
"6/06/2012","Check 1082","SHARE DRAFT #   1082","142.81","debit","Mortgage & Rent","SHARE DRAFT NO MIN","",""
"6/05/2012","Nellies Diner Electronic","NELLIES DINER          PROVOElectronic Transaction","15.11","debit","Restaurants","SHARE DRAFT NO MIN","",""
"6/05/2012","Pier 1 Imports","PIER 49 PIZZA - PR     PROVOElectronic Transaction","18.33","debit","Furnishings","SHARE DRAFT NO MIN","",""
"6/04/2012","Trafalga Fun Cente","TRAFALGA FUN CENTE     LEHIElectronic Transaction","6.42","debit","Amusement","SHARE DRAFT NO MIN","",""
"6/04/2012","Taco Bell","TACO BELL #25390       PROVOElectronic Transaction","2.13","debit","Fast Food","SHARE DRAFT NO MIN","",""
"6/04/2012","Uncle Sam Oremelectronic","UNCLE SAM'S INC        OREMElectronic Transaction","6.36","debit","Sports","SHARE DRAFT NO MIN","",""
"6/04/2012","Cinemark","CINEMARK THEATRES      OREMElectronic Transaction","8.75","debit","Movies & DVDs","SHARE DRAFT NO MIN","",""
"6/04/2012","Spoon It Up","SPOON IT UP FROZEN     PROVOElectronic Transaction","3.92","debit","Fast Food","SHARE DRAFT NO MIN","",""
"6/01/2012","Brigham Young Un","BRIGHAM YOUNG UN           DIR DPAYROLL DEDUCTION","413.19","credit","Paycheck","SHARE DRAFT NO MIN","",""
"6/01/2012","Netflix","NETFLIX.COM            NETFLIX.CElectronic Transaction","7.99","debit","Movies & DVDs","SHARE DRAFT NO MIN","",""
"6/01/2012","Paramount Acceptautomatic","PARAMOUNT ACCEPTAutomatic Debit","10.66","debit","Gym","SHARE DRAFT NO MIN","",""
"6/01/2012","Smiths N Freedomelectronic","SMITHS          350 N. FREEDOMElectronic Transaction","21.88","debit","Groceries","SHARE DRAFT NO MIN","",""
