Month,Day,Year,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
5,19,2013,Smith's Food,SMITHS FOOD #4136,5.33,debit,Groceries,CREDIT CARD,,
5,19,2013,Ba Adobe Lehi,BA ADOBE LEHI 51255545,1.75,debit,Restaurants,CREDIT CARD,,
5,19,2013,Smith's Food,SMITHS FOOD #4136,18.53,debit,Groceries,CREDIT CARD,,
5,19,2013,Buffalo Wild Wings,BUFFALO WILD WINGS 0348,35.16,debit,Restaurants,CREDIT CARD,,
5,19,2013,Smith's Food,SMITHS FOOD #4136,7.92,debit,Groceries,CREDIT CARD,,
5,19,2013,Ba Adobe Lehi,BA ADOBE LEHI 51255545,4,debit,Restaurants,CREDIT CARD,,
5,17,2013,Transfer to PRIME SHARE ACCOUNT,Internet Transfer May 17 2013 10Transfer to 2725965-00,200,debit,Transfer,SHARE DRAFT NO MIN,,
5,17,2013,Transfer from SHARE DRAFT NO MIN,Internet Transfer May 17 2013 10Transfer from 2725965-06,200,credit,Transfer,PRIME SHARE ACCOUNT,,
5,17,2013,Maverik,MAVERIK #399,53.17,debit,Gas & Fuel,CREDIT CARD,,
5,17,2013,Transfer from SHARE DRAFT NO MIN,Payment Thank You - Web,148.02,credit,Credit Card Payment,CREDIT CARD,,
5,17,2013,Ba Adobe Lehi,BA ADOBE LEHI 51255545,3,debit,Restaurants,CREDIT CARD,,
5,17,2013,Zerochaos Payropayroll Deduction,ZEROCHAOS1                 PAYROPAYROLL DEDUCTION,999.27,credit,Paycheck,SHARE DRAFT NO MIN,,
5,17,2013,Extended Mkt Index Inv - Buy,Extended Mkt Index Inv - Buy,100,credit,Buy,Vanguard Account,,
5,17,2013,Payment,Payment,110,credit,Loan Payment,Direct Unsub Stafford Loan,,
5,17,2013,Payment,Payment,493,credit,Loan Payment,Federal Unsub Stafford Loan,,
5,16,2013,Ba Adobe Lehi,BA ADOBE LEHI 51255545,3,debit,Restaurants,CREDIT CARD,,
5,16,2013,Smith's Food,SMITHS FOOD #4136,3.08,debit,Groceries,CREDIT CARD,,
5,16,2013,Burgers Supreme,BURGERS SUPREME,4.09,debit,Fast Food,CREDIT CARD,,
5,15,2013,Smith's Food,SMITHS FOOD #4136,28.23,debit,Groceries,CREDIT CARD,,
5,15,2013,Ba Adobe Lehi,BA ADOBE LEHI 51255545,5.75,debit,Restaurants,CREDIT CARD,,
5,15,2013,Smith's Food,SMITHS FOOD #4136,10.66,debit,Groceries,CREDIT CARD,,
5,14,2013,Check 1112,SHARE DRAFT #   1112,165.9,debit,Charity,SHARE DRAFT NO MIN,,
5,14,2013,Transfer from PRIME SHARE ACCOUNT,Transfer from 2725965-00Transfer to Share Draft,100,credit,Transfer,SHARE DRAFT NO MIN,,
5,14,2013,Transfer to SHARE DRAFT NO MIN,Transfer to 2725965-06Transfer to Share Draft,100,debit,Transfer,PRIME SHARE ACCOUNT,,
5,14,2013,Vanguard,VGI-EX IDX INV    :  0098* *Automatic Debit,100,debit,Financial,SHARE DRAFT NO MIN,,
5,14,2013,Fedloanservicingach Transactionautomatic,FEDLOANSERVICINGACH TRANSACTIONAutomatic Debit,250.24,debit,Student Loan,SHARE DRAFT NO MIN,,
5,13,2013,Internet Transfer Transfer,Internet Transfer May 13 2013 0:Transfer to 2696239-00,50,debit,Mobile Phone,SHARE DRAFT NO MIN,,
5,13,2013,Transfer to CREDIT CARD,CHASEAutomatic Debit,163.86,debit,Credit Card Payment,SHARE DRAFT NO MIN,,
5,13,2013,Extended Mkt Index Inv - Buy,Extended Mkt Index Inv - Buy,100,credit,Buy,Vanguard Account,,
5,12,2013,Red Robin,RED ROBIN 416,18.6,debit,Restaurants,CREDIT CARD,,
5,12,2013,Ba Adobe Lehi,BA ADOBE LEHI 51255545,2.75,debit,Restaurants,CREDIT CARD,,
5,12,2013,Ba Adobe Lehi,BA ADOBE LEHI 51255545,4,debit,Restaurants,CREDIT CARD,,
5,12,2013,Malawi Pizza,MALAWI'S PIZZA,20.36,debit,Restaurants,CREDIT CARD,,
5,10,2013,Transfer to PRIME SHARE ACCOUNT,Internet Transfer May 10 2013 13Transfer to 2725965-00,100,debit,Hide from Budgets & Trends,SHARE DRAFT NO MIN,,
5,10,2013,Transfer from SHARE DRAFT NO MIN,Internet Transfer May 10 2013 13Transfer from 2725965-06,100,credit,Transfer,PRIME SHARE ACCOUNT,,
5,10,2013,Transfer from SHARE DRAFT NO MIN,Payment Thank You - Web,163.86,credit,Credit Card Payment,CREDIT CARD,,
5,10,2013,Zerochaos Payropayroll Deduction,ZEROCHAOS1                 PAYROPAYROLL DEDUCTION,781.04,credit,Paycheck,SHARE DRAFT NO MIN,,
5,10,2013,Hainsworth Laundry,HAINSWORTH LAUNDRY,7.5,debit,Laundry,CREDIT CARD,,
5,10,2013,Humana,BYU HLTH  HUMAN PERFR,25,debit,Sports,CREDIT CARD,,
5,10,2013,Smith's Food,SMITHS FOOD #4136,15,debit,Groceries,CREDIT CARD,,
5,10,2013,Payment,Payment,101.75,credit,Loan Payment,Direct Unsub Stafford Loan,,
5,10,2013,Payment,Payment,0.29,credit,Loan Payment,Direct Unsub Stafford Loan,,
5,10,2013,Payment,Payment,9.02,credit,Loan Payment,Federal Unsub Stafford Loan,,
5,10,2013,Payment,Payment,139.18,credit,Loan Payment,Federal Unsub Stafford Loan,,
5,9,2013,Ba Adobe Lehi,BA ADOBE LEHI 51255545,5.75,debit,Restaurants,CREDIT CARD,,
5,9,2013,Amazon,AMAZON MKTPLACE PMTS,17.98,debit,Shopping,CREDIT CARD,,
5,8,2013,Cinemark,CINEMARK THEATRES 089,7,debit,Movies & DVDs,CREDIT CARD,,
5,8,2013,Pizza Factory,PIZZA FACTORY,18.88,debit,Restaurants,CREDIT CARD,,
5,8,2013,Gold's Gym,GOLD'S GYM UNIVERSITY,21.37,debit,Gym,CREDIT CARD,,
5,8,2013,Ba Adobe Lehi,BA ADOBE LEHI 51255545,5.75,debit,Restaurants,CREDIT CARD,,
5,6,2013,Fedloanservicingach Transactionautomatic,FEDLOANSERVICINGACH TRANSACTIONAutomatic Debit,920,debit,Student Loan,SHARE DRAFT NO MIN,,
5,6,2013,Transfer to CREDIT CARD,CHASEAutomatic Debit,759.04,debit,Credit Card Payment,SHARE DRAFT NO MIN,,
5,6,2013,Bridge Property Automatic,Bridge Property 5506854Automatic Debit,157.89,debit,Mortgage & Rent,SHARE DRAFT NO MIN,,
5,6,2013,Taco Bell,TACO BELL #25394,1.06,debit,Fast Food,CREDIT CARD,,
5,6,2013,Taco Bell,TACO BELL #25394,6.74,debit,Fast Food,CREDIT CARD,,
5,5,2013,Ba Adobe Lehi,BA ADOBE LEHI 51255545,5.25,debit,Restaurants,CREDIT CARD,,
5,5,2013,Wal-Mart,WAL-MART #1768,3.71,debit,Groceries,CREDIT CARD,,
5,5,2013,Wendy's,WENDYS #283   00002832,6.84,debit,Fast Food,CREDIT CARD,,
5,5,2013,Ba Adobe Lehi,BA ADOBE LEHI 51255545,5.75,debit,Restaurants,CREDIT CARD,,
5,3,2013,Maverik Cntry Stre,MAVERIK CNTRY STRE 316,52.03,debit,Gas & Fuel,CREDIT CARD,,
5,3,2013,Ba Adobe Lehi,BA ADOBE LEHI 51255545,5.75,debit,Restaurants,CREDIT CARD,,
5,3,2013,Transfer from SHARE DRAFT NO MIN,Payment Thank You - Web,759.04,credit,Credit Card Payment,CREDIT CARD,,
5,3,2013,Zerochaos Payropayroll Deduction,ZEROCHAOS1                 PAYROPAYROLL DEDUCTION,677.96,credit,Paycheck,SHARE DRAFT NO MIN,,
5,3,2013,Payment,Payment,920,credit,Loan Payment,Direct Unsub Stafford Loan,,
5,2,2013,Wal-Mart,WAL-MART #1768,18.18,debit,Groceries,CREDIT CARD,,
5,1,2013,Big O Tires,PROVO BIG O TIRE,740.86,debit,Service & Parts,CREDIT CARD,,
5,1,2013,Transfer to CREDIT CARD,CHASEAutomatic Debit,305.95,debit,Credit Card Payment,SHARE DRAFT NO MIN,,
5,1,2013,Netflix,NETFLIX.COM            LOS GATOSElectronic Transaction,7.99,debit,Movies & DVDs,SHARE DRAFT NO MIN,,
4,30,2013,Transfer from SHARE DRAFT NO MIN,Payment Thank You - Web,305.95,credit,Credit Card Payment,CREDIT CARD,,
4,30,2013,Check 1111,SHARE DRAFT #   1111,124.35,debit,Charity,SHARE DRAFT NO MIN,,
4,30,2013,Total Bond Mkt Index Inv - Dividend,Total Bond Mkt Index Inv - Dividend,0.58,credit,Dividend & Cap Gains,Vanguard Account,,
4,29,2013,North West Provoshare,88 NORTH 500 WEST      PROVOSHARE DEPOSIT,25,credit,Income,SHARE DRAFT NO MIN,,
4,29,2013,North West Provoshare,88 NORTH 500 WEST      PROVOSHARE DEPOSIT,45.13,credit,Income,SHARE DRAFT NO MIN,,
4,29,2013,Smith's Food,SMITHS FOOD #4136,10.67,debit,Groceries,CREDIT CARD,,
4,28,2013,Smith's Food,SMITHS FOOD #4136,12.46,debit,Groceries,CREDIT CARD,,
4,26,2013,Zerochaos Payropayroll Deduction,ZEROCHAOS1                 PAYROPAYROLL DEDUCTION,742.84,credit,Paycheck,SHARE DRAFT NO MIN,,
4,26,2013,Ba Adobe Lehi,BA ADOBE LEHI 51255545,3,debit,Restaurants,CREDIT CARD,,
4,25,2013,Chevron,CHEVRON 00208662,52.94,debit,Gas & Fuel,CREDIT CARD,,
4,25,2013,Chevron,CHEVRON 00208662,5.33,debit,Gas & Fuel,CREDIT CARD,,
4,25,2013,Hainsworth Laundry,HAINSWORTH LAUNDRY,7.5,debit,Laundry,CREDIT CARD,,
4,24,2013,El Gallo Giro,EL GALLO GIRO,7.48,debit,Restaurants,CREDIT CARD,,
4,24,2013,Buffalo Wild Wings,BUFFALO WILD WINGS 0426,27.07,debit,Restaurants,CREDIT CARD,,
4,24,2013,Ba Adobe Lehi,BA ADOBE LEHI 51255545,5.75,debit,Restaurants,CREDIT CARD,,
4,22,2013,Goodwood Barbecue,GOODWOOD BARBECUE CO,39.99,debit,Restaurants,CREDIT CARD,,
4,21,2013,Ba Adobe Lehi,BA ADOBE LEHI 51255545,5.75,debit,Restaurants,CREDIT CARD,,
4,21,2013,Ba Adobe Lehi,BA ADOBE LEHI 51255545,4,debit,Restaurants,CREDIT CARD,,
4,19,2013,Zerochaos Payropayroll Deduction,ZEROCHAOS1                 PAYROPAYROLL DEDUCTION,500.75,credit,Paycheck,SHARE DRAFT NO MIN,,
4,19,2013,Ba Adobe Lehi,BA ADOBE LEHI 51255545,6.75,debit,Restaurants,CREDIT CARD,,
4,17,2013,Smiths Fuel,SMITHS-FUEL # 9136,51.03,debit,Gas & Fuel,CREDIT CARD,,
4,17,2013,Diegos Taco Shop,DIEGOS TACO SHOP,9.03,debit,Restaurants,CREDIT CARD,,
4,16,2013,Smiths N Freedomelectronic,SMITHS          350 N. FREEDOMElectronic Transaction,23.8,debit,Groceries,SHARE DRAFT NO MIN,,
4,16,2013,Check 1110,SHARE DRAFT #   1110,73.8,debit,Charity,SHARE DRAFT NO MIN,,
4,15,2013,Transfer to CREDIT CARD,CHASEAutomatic Debit,93.48,debit,Credit Card Payment,SHARE DRAFT NO MIN,,
4,15,2013,Emanuels,EMANUELS,8.89,debit,Restaurants,CREDIT CARD,,
4,15,2013,Hermie,HERMIE'S,7.91,debit,Restaurants,CREDIT CARD,,
4,14,2013,Smith's Food,SMITHS FOOD #4136,4.81,debit,Groceries,CREDIT CARD,,
4,14,2013,Redbox,REDBOX *DVD RENTAL,1.28,debit,Movies & DVDs,CREDIT CARD,,
4,14,2013,Maverik,MAVERIK #435,6.8,debit,Gas & Fuel,CREDIT CARD,,
4,14,2013,Marketplace Iga,MARKETPLACE CAFE,2.14,debit,Groceries,CREDIT CARD,,
4,12,2013,Transfer from SHARE DRAFT NO MIN,Payment Thank You - Web,93.48,credit,Credit Card Payment,CREDIT CARD,,
4,12,2013,Suna Solutions Ach,SUNA SOLUTIONS  ACH        PAYROPAYROLL DEDUCTION,344.06,credit,Paycheck,SHARE DRAFT NO MIN,,
4,12,2013,Wild Ginger,WILD GINGER,25.37,debit,Restaurants,CREDIT CARD,,
4,11,2013,Hainsworth Laundry,HAINSWORTH LAUNDRY,5,debit,Laundry,CREDIT CARD,,
4,10,2013,Ba Adobe Lehi,BA ADOBE LEHI 51255545,6.75,debit,Restaurants,CREDIT CARD,,
4,9,2013,Transfer to CREDIT CARD,CHASEAutomatic Debit,227.42,debit,Credit Card Payment,SHARE DRAFT NO MIN,,
4,8,2013,Internet Transfer Apr,Internet Transfer Apr 8 2013 0:0Transfer to 2696239-00,50,debit,Mobile Phone,SHARE DRAFT NO MIN,,
4,8,2013,Byu Signature Electronic,BYU SIGNATURE CRD      801-422-6Electronic Transaction,5,debit,Books & Supplies,SHARE DRAFT NO MIN,,
4,8,2013,Transfer from SHARE DRAFT NO MIN,Payment Thank You - Web,227.42,credit,Credit Card Payment,CREDIT CARD,,
4,8,2013,Cafe Rio Q,CAFE RIO PROVO Q35,9.97,debit,Restaurants,CREDIT CARD,,
4,7,2013,Thai Mango Llc,THAI MANGO LLC,11.69,debit,Restaurants,CREDIT CARD,,
4,7,2013,Byu Creamery Ninth,BYU CREAMERY ON NINTH,52,debit,Groceries,CREDIT CARD,,
4,7,2013,Cubbys Beef,CUBBYS CHICAGO BEEF,8.07,debit,Restaurants,CREDIT CARD,,
4,5,2013,Suna Solutions Ach,SUNA SOLUTIONS  ACH        PAYROPAYROLL DEDUCTION,344.06,credit,Paycheck,SHARE DRAFT NO MIN,,
4,5,2013,Red Robin,RED ROBIN 416,31.33,debit,Restaurants,CREDIT CARD,,
4,5,2013,Marketplace Iga,MARKETPLACE CAFE,2.14,debit,Groceries,CREDIT CARD,,
4,5,2013,Hainsworth Laundry,HAINSWORTH LAUNDRY,5.25,debit,Laundry,CREDIT CARD,,
4,4,2013,Bridge Property Automatic,Bridge Property 5321911Automatic Debit,271.42,debit,Mortgage & Rent,SHARE DRAFT NO MIN,,
4,4,2013,Smith's Food,SMITHS FOOD #4136,4.49,debit,Groceries,CREDIT CARD,,
4,4,2013,Marketplace Iga,MARKETPLACE CAFE,2.9,debit,Groceries,CREDIT CARD,,
4,3,2013,Downtown Philly,THE DOWNTOWN PHILLY -,6.46,debit,Restaurants,CREDIT CARD,,
4,3,2013,Cafe Rio Q,CAFE RIO PROVO Q35,8.89,debit,Restaurants,CREDIT CARD,,
4,3,2013,Smith's Food,SMITHS FOOD #4136,14.23,debit,Groceries,CREDIT CARD,,
4,2,2013,Check 1108,SHARE DRAFT #   1108,63.1,debit,Charity,SHARE DRAFT NO MIN,,
4,2,2013,Wynnsong,078958 WYNNSONG 12,5.5,debit,Movies & DVDs,CREDIT CARD,,
4,2,2013,Saints Paintball,SAINTS PAINTBALL,8,debit,Amusement,CREDIT CARD,,
4,2,2013,Cafe Zupas,CAFE ZUPAS PROVO,13.45,debit,Restaurants,CREDIT CARD,,
4,1,2013,Chaseautomatic,CHASEAutomatic Debit,257.07,debit,Credit Card Payment,SHARE DRAFT NO MIN,,
4,1,2013,Netflix,NETFLIX.COM            NETFLIX.CElectronic Transaction,7.99,debit,Movies & DVDs,SHARE DRAFT NO MIN,,
3,31,2013,Chevron,CHEVRON 00305131,55.33,debit,Gas & Fuel,CREDIT CARD,,
3,31,2013,Transfer from SHARE DRAFT NO MIN,Payment Thank You - Web,257.07,credit,Credit Card Payment,CREDIT CARD,,
3,31,2013,Provo Beach Resort,PROVO BEACH RESORT,4.92,debit,Fast Food,CREDIT CARD,,
3,31,2013,Terra Mia,TERRA MIA,21.46,debit,Restaurants,CREDIT CARD,,
3,31,2013,Cafe Zupas,CAFE ZUPAS PROVO,8.6,debit,Restaurants,CREDIT CARD,,
3,31,2013,Brick Oven,BRICK OVEN,9.03,debit,Restaurants,CREDIT CARD,,
3,31,2013,Terra Mia,TERRA MIA,8.5,debit,Restaurants,CREDIT CARD,,
3,29,2013,Suna Solutions Ach,SUNA SOLUTIONS  ACH        PAYROPAYROLL DEDUCTION,287.01,credit,Paycheck,SHARE DRAFT NO MIN,,
3,29,2013,Hainsworth Laundry,HAINSWORTH LAUNDRY,7.5,debit,Laundry,CREDIT CARD,,
3,29,2013,Sonic,SONIC DRIVE IN #5024,3.2,debit,Fast Food,CREDIT CARD,,
3,29,2013,Downtown Philly,THE DOWNTOWN PHILLY -,6.24,debit,Restaurants,CREDIT CARD,,
3,28,2013,Buffalo Wild Wings,BUFFALO WILD WINGS 0348,17.16,debit,Restaurants,CREDIT CARD,,
3,28,2013,Jamba Juice,JAMBA JUICE #201,4.95,debit,Food & Dining,CREDIT CARD,,
3,28,2013,Total Bond Mkt Index Inv - Short-term capital gain,Total Bond Mkt Index Inv - Short-term capital gain,0.03,credit,Dividend & Cap Gains,Vanguard Account,,
3,28,2013,Total Bond Mkt Index Inv - Dividend,Total Bond Mkt Index Inv - Dividend,0.59,credit,Dividend & Cap Gains,Vanguard Account,,
3,28,2013,Total Bond Mkt Index Inv - Long-term capital gain,Total Bond Mkt Index Inv - Long-term capital gain,0.48,credit,Dividend & Cap Gains,Vanguard Account,,
3,25,2013,Tucanos Brazilian Gril,TUCANOS BRAZILIAN GRIL,21.76,debit,Restaurants,CREDIT CARD,,
3,24,2013,Brick Oven,BRICK OVEN,5.5,debit,Restaurants,CREDIT CARD,,
3,24,2013,Smith's Food,SMITHS FOOD #4136,13.25,debit,Groceries,CREDIT CARD,,
3,24,2013,Roll Up Crepes,ROLL UP CREPES,7.44,debit,Restaurants,CREDIT CARD,,
3,24,2013,Red Robin,RED ROBIN 416,13.59,debit,Restaurants,CREDIT CARD,,
3,24,2013,Roll Up Crepes,ROLL UP CREPES,5.39,debit,Restaurants,CREDIT CARD,,
3,22,2013,Suna Solutions Ach,SUNA SOLUTIONS  ACH        PAYROPAYROLL DEDUCTION,344.06,credit,Paycheck,SHARE DRAFT NO MIN,,
3,21,2013,Marketplace Iga,MARKETPLACE CAFE,2.14,debit,Groceries,CREDIT CARD,,
3,21,2013,FTSE All-World ex-US Inv - Dividend,FTSE All-World ex-US Inv - Dividend,2.67,credit,Dividend & Cap Gains,Vanguard Account,,
3,21,2013,500 Index Fund Inv - Dividend,500 Index Fund Inv - Dividend,5.77,credit,Dividend & Cap Gains,Vanguard Account,,
3,20,2013,Transfer to PRIME SHARE ACCOUNT,Internet Transfer Mar 20 2013 11Transfer to 2725965-00,20,debit,Hide from Budgets & Trends,SHARE DRAFT NO MIN,,
3,20,2013,Transfer from SHARE DRAFT NO MIN,Internet Transfer Mar 20 2013 11Transfer from 2725965-06,20,credit,Transfer,PRIME SHARE ACCOUNT,,
3,19,2013,Check 1107,SHARE DRAFT #   1107,389.52,debit,Charity,SHARE DRAFT NO MIN,,
3,19,2013,Smith's Food,SMITHS FOOD #4136,47.82,debit,Groceries,CREDIT CARD,,
3,19,2013,Extended Mkt Index Inv - Dividend,Extended Mkt Index Inv - Dividend,0.16,credit,Dividend & Cap Gains,Vanguard Account,,
3,18,2013,Ty Table,TY'S TABLE,14.33,debit,Restaurants,CREDIT CARD,,
3,17,2013,Smith's Food,SMITHS FOOD #4136,2.77,debit,Groceries,CREDIT CARD,,
3,17,2013,Guru Cafe,GURU'S CAFE,10.76,debit,Restaurants,CREDIT CARD,,
3,17,2013,Target,TARGET        00017541,17.42,debit,Shopping,CREDIT CARD,,
3,15,2013,Spoon It Up,SPOON IT UP FROZEN YOGURT,4.34,debit,Fast Food,CREDIT CARD,,
3,15,2013,Suna Solutions Ach,SUNA SOLUTIONS  ACH        PAYROPAYROLL DEDUCTION,463.35,credit,Paycheck,SHARE DRAFT NO MIN,,
3,14,2013,Hainsworth Laundry,HAINSWORTH LAUNDRY,10,debit,Laundry,CREDIT CARD,,
3,13,2013,Mountain West Burrito,MOUNTAIN WEST BURRITO,7,debit,Restaurants,CREDIT CARD,,
3,12,2013,Check 1106,SHARE DRAFT #   1106,220,debit,Charity,SHARE DRAFT NO MIN,,
3,12,2013,Transfer from PRIME SHARE ACCOUNT,Transfer from 2725965-00Transfer to Share Draft,20,credit,Transfer,SHARE DRAFT NO MIN,,
3,12,2013,Transfer to SHARE DRAFT NO MIN,Transfer to 2725965-06Transfer to Share Draft,20,debit,Transfer,PRIME SHARE ACCOUNT,,
3,12,2013,IHOP,IHOP 1730     00017301,6.88,debit,Restaurants,CREDIT CARD,,
3,11,2013,Internet Transfer Transfer,Internet Transfer Mar 11 2013 0:Transfer to 2696239-00,50,debit,Mobile Phone,SHARE DRAFT NO MIN,,
3,11,2013,Transfer to CREDIT CARD,CHASEAutomatic Debit,526.41,debit,Credit Card Payment,SHARE DRAFT NO MIN,,
3,11,2013,Provo Beach Resort,PROVO BEACH RESORT,4.57,debit,Fast Food,CREDIT CARD,,
3,11,2013,Brick Oven,BRICK OVEN,13,debit,Restaurants,CREDIT CARD,,
3,11,2013,Cinemark,CINEMARK THEATRES 285,27,debit,Movies & DVDs,CREDIT CARD,,
3,10,2013,Transfer from SHARE DRAFT NO MIN,Payment Thank You - Web,526.41,credit,Credit Card Payment,CREDIT CARD,,
3,8,2013,North West Provoshare,88 NORTH 500 WEST      PROVOSHARE DEPOSIT,10,credit,Income,SHARE DRAFT NO MIN,,
3,8,2013,North West Provoatm,88 NORTH 500 WEST      PROVOATM WITHDRAWAL,50,debit,Auto Payment,SHARE DRAFT NO MIN,,
3,8,2013,Suna Solutions Ach,SUNA SOLUTIONS  ACH        PAYROPAYROLL DEDUCTION,383.42,credit,Paycheck,SHARE DRAFT NO MIN,,
3,8,2013,Malt Shoppe,THE MALT SHOPPE,8.49,debit,Restaurants,CREDIT CARD,,
3,8,2013,Spoon It Up,SPOON IT UP FROZEN YOGURT,4.53,debit,Fast Food,CREDIT CARD,,
3,7,2013,Marketplace Iga,MARKETPLACE CAFE,2.14,debit,Groceries,CREDIT CARD,,
3,6,2013,Smiths Fuel,SMITHS-FUEL # 9136,51.02,debit,Gas & Fuel,CREDIT CARD,,
3,6,2013,Smith's Food,SMITHS FOOD #4136,32.06,debit,Groceries,CREDIT CARD,,
3,5,2013,Bridge Property Automatic,Bridge Property 5149449Automatic Debit,302.16,debit,Mortgage & Rent,SHARE DRAFT NO MIN,,
3,4,2013,Santa Pasta,SANTA PASTA - 2,9.16,debit,Restaurants,CREDIT CARD,,
3,4,2013,Cafe Rio Q,CAFE RIO PROVO Q35,8.89,debit,Restaurants,CREDIT CARD,,
3,3,2013,Marketplace Iga,MARKETPLACE CAFE,2.14,debit,Groceries,CREDIT CARD,,
3,3,2013,Byu Ticket Office,BYU TICKET OFFICE WEB,16,debit,Entertainment,CREDIT CARD,,
3,3,2013,Los Hermanos,LOS HERMANOS,15.95,debit,Restaurants,CREDIT CARD,,
3,1,2013,Suna Solutions Ach,SUNA SOLUTIONS  ACH        PAYROPAYROLL DEDUCTION,227.99,credit,Paycheck,SHARE DRAFT NO MIN,,
3,1,2013,Netflix,NETFLIX.COM            NETFLIX.CElectronic Transaction,7.99,debit,Movies & DVDs,SHARE DRAFT NO MIN,,
3,1,2013,Amazon,AmazonLocal,10,debit,Sports,CREDIT CARD,,
2,28,2013,Buffalo Wild Wings,BUFFALO WILD WINGS 0348,18.51,debit,Restaurants,CREDIT CARD,,
2,28,2013,Total Bond Mkt Index Inv - Dividend,Total Bond Mkt Index Inv - Dividend,0.55,credit,Dividend & Cap Gains,Vanguard Account,,
2,26,2013,Fedloanservicingach Transactionautomatic,FEDLOANSERVICINGACH TRANSACTIONAutomatic Debit,4300,debit,Student Loan,SHARE DRAFT NO MIN,,
2,26,2013,IHOP,IHOP 1730     00017301,4.19,debit,Restaurants,CREDIT CARD,,
2,25,2013,Buffalo Wild Wings,BUFFALO WILD WINGS 0348,25.03,debit,Restaurants,CREDIT CARD,,
2,25,2013,Us Treasury Taxpayroll,US TREASURY 312              TAXPAYROLL DEDUCTION,4328,credit,Paycheck,SHARE DRAFT NO MIN,,
2,25,2013,Payment,Payment,1069,credit,Loan Payment,Direct Unsub Stafford Loan,,
2,24,2013,Hainsworth Laundry,HAINSWORTH LAUNDRY,9.25,debit,Laundry,CREDIT CARD,,
2,24,2013,Red Robin,RED ROBIN 416,18.5,debit,Restaurants,CREDIT CARD,,
2,24,2013,Blizzard Entertainment,BLIZZARD ENT*ONL STORE,39.99,debit,Amusement,CREDIT CARD,,
2,22,2013,Suna Solutions Ach,SUNA SOLUTIONS  ACH        PAYROPAYROLL DEDUCTION,372.57,credit,Paycheck,SHARE DRAFT NO MIN,,
2,21,2013,Fedloanservicingach Transactionautomatic,FEDLOANSERVICINGACH TRANSACTIONAutomatic Debit,600,debit,Student Loan,SHARE DRAFT NO MIN,,
2,20,2013,Check 1105,SHARE DRAFT #   1105,61.26,debit,Marc Tithing,SHARE DRAFT NO MIN,,
2,20,2013,Smiths Fuel,SMITHS-FUEL # 9136,47.74,debit,Gas & Fuel,CREDIT CARD,,
2,20,2013,Smith's Food,SMITHS FOOD #4136,32.71,debit,Groceries,CREDIT CARD,,
2,20,2013,Utah Tax Eft,UTAH TAX EFT               80153PAYROLL DEDUCTION,120,credit,Paycheck,SHARE DRAFT NO MIN,,
2,19,2013,Geicoautomatic,GEICOAutomatic Debit,154.8,debit,Auto Insurance,SHARE DRAFT NO MIN,,
2,19,2013,Jason Deli,JASON'S DELI OREM,7.54,debit,Restaurants,CREDIT CARD,,
2,18,2013,Provo Beach Resort,PROVO BEACH RESORT,3.27,debit,Hotel,CREDIT CARD,,
2,17,2013,Applebees,APPLEBEES 917700200022,11.36,debit,Restaurants,CREDIT CARD,,
2,17,2013,Pizza Factory,PIZZA FACTORY,17.26,debit,Restaurants,CREDIT CARD,,
2,17,2013,Collegiate Online,COLLEGIATE ONLINE,48.03,debit,Books & Supplies,CREDIT CARD,,
2,17,2013,Smith's Food,SMITHS FOOD #4136,17.2,debit,Groceries,CREDIT CARD,,
2,15,2013,Suna Solutions Ach,SUNA SOLUTIONS  ACH        PAYROPAYROLL DEDUCTION,612.56,credit,Paycheck,SHARE DRAFT NO MIN,,
2,15,2013,Iggy Orem,IGGY'S - OREM,35.56,debit,Restaurants,CREDIT CARD,,
2,13,2013,Vanguard,VGI-FTSEWXUSIN    :  0770* *Automatic Debit,16.5,debit,Financial,SHARE DRAFT NO MIN,,
2,13,2013,Vanguard,VANGUARD        EDIAutomatic Debit,0.95,debit,Financial,SHARE DRAFT NO MIN,,
2,13,2013,Chaseautomatic,CHASEAutomatic Debit,122.23,debit,Credit Card Payment,SHARE DRAFT NO MIN,,
2,13,2013,Amazon,AMAZON MKTPLACE PMTS,29.89,debit,Books & Supplies,CREDIT CARD,,
2,12,2013,Vanguard Edi Edi,VANGUARD        EDI        EDI PPAYROLL DEDUCTION,0.89,credit,Transfer,SHARE DRAFT NO MIN,,
2,12,2013,Check 1104,SHARE DRAFT #   1104,56.46,debit,Marc Tithing,SHARE DRAFT NO MIN,,
2,12,2013,Vanguard Edi Edi,VANGUARD        EDI        EDI PPAYROLL DEDUCTION,0.06,credit,Transfer,SHARE DRAFT NO MIN,,
2,12,2013,Internet Transfer Transfer,Internet Transfer Feb 12 2013 11Transfer to 2696239-00,50,debit,Mobile Phone,SHARE DRAFT NO MIN,,
2,12,2013,Transfer from SHARE DRAFT NO MIN,Payment Thank You - Web,122.23,credit,Credit Card Payment,CREDIT CARD,,
2,12,2013,FTSE All-World ex-US Inv - Buy,FTSE All-World ex-US Inv - Buy,16.5,credit,Buy,Vanguard Account,,
2,11,2013,Transfer to CREDIT CARD,CHASEAutomatic Debit,156.77,debit,Credit Card Payment,SHARE DRAFT NO MIN,,
2,11,2013,Subway,SUBWAY        03009545,5.39,debit,Fast Food,CREDIT CARD,,
